Code,Name,Country,Exchange,Currency,Type,Isin
EURXPF,EURXPF,Unknown,FOREX,NA,Currency,
EURYER,EURYER,Unknown,FOREX,NA,Currency,
EURZAR,"Euro/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
FJDUSD,"Fiji Dollar/US Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
GBP,"US Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPAED,"UK Pound Sterling/UAE Dirham FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPALL,GBPALL,Unknown,FOREX,NA,Currency,
GBPARS,"UK Pound Sterling/Argentine Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPAUD,"UK Pound Sterling/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPBDT,GBPBDT,Unknown,FOREX,NA,Currency,
GBPBGN,GBPBGN,Unknown,FOREX,NA,Currency,
GBPBHD,"UK Pound Sterling/Bahraini Dinar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPBIF,GBPBIF,Unknown,FOREX,NA,Currency,
GBPBMD,GBPBMD,Unknown,FOREX,NA,Currency,
GBPBND,GBPBND,Unknown,FOREX,NA,Currency,
GBPBRL,"UK Pound Sterling/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPBWP,GBPBWP,Unknown,FOREX,NA,Currency,
GBPCAD,"UK Pound Sterling/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPCHF,"UK Pound Sterling/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPCLP,"UK Pound Sterling/Chilean Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPCNH,GBPCNH,Unknown,FOREX,NA,Currency,
GBPCNY,"UK Pound Sterling/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPCOP,GBPCOP,Unknown,FOREX,NA,Currency,
GBPCRC,GBPCRC,Unknown,FOREX,NA,Currency,
GBPCZK,"UK Pound Sterling/Czech Koruna FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPDJF,GBPDJF,Unknown,FOREX,NA,Currency,
GBPDKK,"UK Pound Sterling/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPDOP,GBPDOP,Unknown,FOREX,NA,Currency,
GBPDZD,GBPDZD,Unknown,FOREX,NA,Currency,
GBPEGP,"UK Pound Sterling/Egyptian Pound FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPETB,GBPETB,Unknown,FOREX,NA,Currency,
GBPEUR,"UK Pound Sterling/Euro FX Cross Rate",Unknown,FOREX,EUR,Currency,
GBPFJD,"UK Pound Sterling/Fiji Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPGBP,GBPGBP,Unknown,FOREX,NA,Currency,
GBPGTQ,GBPGTQ,Unknown,FOREX,NA,Currency,
GBPHKD,"UK Pound Sterling/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPHNL,GBPHNL,Unknown,FOREX,NA,Currency,
GBPHRK,GBPHRK,Unknown,FOREX,NA,Currency,
GBPHTG,GBPHTG,Unknown,FOREX,NA,Currency,
GBPHUF,"UK Pound Sterling/Hungarian Forint FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPIDR,"UK Pound Sterling/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPILS,"UK Pound Sterling/Israeli Shekel FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPINR,"UK Pound Sterling/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPIQD,GBPIQD,Unknown,FOREX,NA,Currency,
GBPISK,GBPISK,Unknown,FOREX,NA,Currency,
GBPJMD,GBPJMD,Unknown,FOREX,NA,Currency,
GBPJOD,GBPJOD,Unknown,FOREX,NA,Currency,
GBPJPY,"UK Pound Sterling/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPKES,"UK Pound Sterling/Kenyan Shilling FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPKRW,"UK Pound Sterling/Korean Won FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPKWD,"UK Pound Sterling/Kuwaiti Dinar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPLBP,GBPLBP,Unknown,FOREX,NA,Currency,
GBPLKR,"UK Pound Sterling/Sri Lanka Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPMAD,"UK Pound Sterling/Moroccan Dirham FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPMUR,GBPMUR,Unknown,FOREX,NA,Currency,
GBPMVR,GBPMVR,Unknown,FOREX,NA,Currency,
GBPMWK,GBPMWK,Unknown,FOREX,NA,Currency,
GBPMXN,"UK Pound Sterling/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPMYR,"UK Pound Sterling/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPNGN,"UK Pound Sterling/Nigerian Naira FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPNIO,GBPNIO,Unknown,FOREX,NA,Currency,
GBPNOK,"UK Pound Sterling/Norwegian Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPNZD,"UK Pound Sterling/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPOMR,"UK Pound Sterling/Omani Rial FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPPEN,GBPPEN,Unknown,FOREX,NA,Currency,
GBPPGK,"UK Pound Sterling/Papua New Guinea Kina FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPPHP,"UK Pound Sterling/Philippine Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPPKR,"UK Pound Sterling/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPPLN,"UK Pound Sterling/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPQAR,GBPQAR,Unknown,FOREX,NA,Currency,
GBPRON,GBPRON,Unknown,FOREX,NA,Currency,
GBPRUB,"UK Pound Sterling/Russian Rouble FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPSAR,"UK Pound Sterling/Saudi Arabian Riyal FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPSCR,GBPSCR,Unknown,FOREX,NA,Currency,
GBPSEK,"UK Pound Sterling/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPSGD,"UK Pound Sterling/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPSZL,GBPSZL,Unknown,FOREX,NA,Currency,
GBPTHB,"UK Pound Sterling/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPTND,GBPTND,Unknown,FOREX,NA,Currency,
GBPTRY,"UK Pound Sterling/Turkish Lira FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPTTD,GBPTTD,Unknown,FOREX,NA,Currency,
GBPTWD,"UK Pound Sterling/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPTZS,GBPTZS,Unknown,FOREX,NA,Currency,
GBPUAH,"UK Pound Sterling/Ukraine Hryvnia FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPUGX,GBPUGX,Unknown,FOREX,NA,Currency,
GBPUSD,"UK Pound Sterling/US Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
GBPVND,"UK Pound Sterling/Vietnam Dong FX Cross Rate",Unknown,FOREX,NA,Currency,
GBPXAF,GBPXAF,Unknown,FOREX,NA,Currency,
GBPXCD,GBPXCD,Unknown,FOREX,NA,Currency,
GBPXPF,GBPXPF,Unknown,FOREX,NA,Currency,
GBPZAR,"UK Pound Sterling/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
GHSEUR,GHSEUR,Unknown,FOREX,NA,Currency,
GHSUSD,GHSUSD,Unknown,FOREX,NA,Currency,
HKD,"US Dollar/Hong Kong Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
HKDAUD,"Hong Kong Dollar/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDBRL,"Hong Kong Dollar/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDCAD,HKDCAD,Unknown,FOREX,NA,Currency,
HKDCHF,"Hong Kong Dollar/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDCNY,"Hong Kong Dollar/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDDKK,"Hong Kong Dollar/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDEUR,"Hong Kong Dollar/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDGBP,"Hong Kong Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDIDR,HKDIDR,Unknown,FOREX,NA,Currency,
HKDINR,HKDINR,Unknown,FOREX,NA,Currency,
HKDJPY,HKDJPY,Unknown,FOREX,NA,Currency,
HKDKRW,HKDKRW,Unknown,FOREX,NA,Currency,
HKDMXN,"Hong Kong Dollar/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDMYR,"Hong Kong Dollar/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDNZD,"Hong Kong Dollar/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDPKR,"Hong Kong Dollar/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDPLN,"Hong Kong Dollar/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDRUB,"Hong Kong Dollar Russian Ruble",Unknown,FOREX,NA,Currency,
HKDSEK,"Hong Kong Dollar/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDSGD,"Hong Kong Dollar/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDTHB,"Hong Kong Dollar/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDTWD,"Hong Kong Dollar/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDUSD,"Hong Kong Dollar/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
HKDZAR,"Hong Kong Dollar/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
HRKEUR,HRKEUR,Unknown,FOREX,NA,Currency,
HRKUSD,HRKUSD,Unknown,FOREX,NA,Currency,
HUF,"US Dollar/Hungarian Forint FX Spot Rate",Unknown,FOREX,NA,Currency,
HUFCHF,"Hungarian Forint/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
HUFDKK,"Hungarian Forint/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
HUFEUR,"Hungarian Forint/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
HUFUSD,HUFUSD,Unknown,FOREX,NA,Currency,
IDR,"US Dollar/Indonesian Rupiah FX Spot Rate",Unknown,FOREX,NA,Currency,
IDRAUD,"Indonesian Rupiah/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRCAD,"Indonesian Rupiah/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRCHF,"Indonesian Rupiah/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRCNY,IDRCNY,Unknown,FOREX,NA,Currency,
IDREUR,"Indonesian Rupiah/Euro FX Cross Rate",Unknown,FOREX,EUR,Currency,
IDRGBP,"Indonesian Rupiah/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRINR,"Indonesian Rupiah/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRJPY,"Indonesian Rupiah/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRKRW,"Indonesian Rupiah/Korean Won FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRMYR,"Indonesian Rupiah/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRNZD,"Indonesian Rupiah/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRSGD,"Indonesian Rupiah/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRTHB,"Indonesian Rupiah/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRTWD,"Indonesian Rupiah/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
IDRUSD,IDRUSD,Unknown,FOREX,NA,Currency,
IDRZAR,IDRZAR,Unknown,FOREX,NA,Currency,
ILS,"US Dollar/Israeli Shekel FX Spot Rate",Unknown,FOREX,NA,Currency,
ILSCHF,ILSCHF,Unknown,FOREX,NA,Currency,
ILSEUR,ILSEUR,Unknown,FOREX,NA,Currency,
ILSGBP,ILSGBP,Unknown,FOREX,NA,Currency,
ILSJPY,ILSJPY,Unknown,FOREX,NA,Currency,
ILSPLN,"Israeli Shekel/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
ILSRUB,ILSRUB,Unknown,FOREX,NA,Currency,
ILSUSD,ILSUSD,Unknown,FOREX,NA,Currency,
INR,"US Dollar/Indian Rupee FX Spot Rate",Unknown,FOREX,NA,Currency,
INRAUD,INRAUD,Unknown,FOREX,NA,Currency,
INRCAD,"Indian Rupee/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
INRCHF,"Indian Rupee/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
INRCNY,"Indian Rupee/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
INREUR,"Indian Rupee/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
INRGBP,"Indian Rupee/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
INRHKD,"Indian Rupee/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
INRJPY,"Indian Rupee/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
INRKRW,INRKRW,Unknown,FOREX,NA,Currency,
INRMYR,"Indian Rupee/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
INRNZD,"Indian Rupee/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
INRPKR,"Indian Rupee/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
INRTHB,"Indian Rupee/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
INRTWD,"Indian Rupee/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
INRUSD,"Indian Rupee/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
INRZAR,"Indian Rupee/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
ISK,ISK,Unknown,FOREX,NA,Currency,
ISKCHF,ISKCHF,Unknown,FOREX,NA,Currency,
ISKDKK,ISKDKK,Unknown,FOREX,NA,Currency,
ISKEUR,ISKEUR,Unknown,FOREX,NA,Currency,
ISKGBP,ISKGBP,Unknown,FOREX,NA,Currency,
JMDGBP,JMDGBP,Unknown,FOREX,NA,Currency,
JODUSD,JODUSD,Unknown,FOREX,NA,Currency,
JPY,"US Dollar/Japanese Yen FX Spot Rate",Unknown,FOREX,NA,Currency,
JPYAED,JPYAED,Unknown,FOREX,NA,Currency,
JPYARS,"Japanese Yen/Argentine Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYAUD,"Japanese Yen/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYBRL,"Japanese Yen/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYCAD,"Japanese Yen/Canadian Dollar FX Cross Rate",Unknown,FOREX,CAD,Currency,
JPYCHF,"Japanese Yen/Swiss Franc FX Cross Rate",Unknown,FOREX,CHF,Currency,
JPYCLP,JPYCLP,Unknown,FOREX,NA,Currency,
JPYCNY,JPYCNY,Unknown,FOREX,NA,Currency,
JPYCZK,JPYCZK,Unknown,FOREX,NA,Currency,
JPYDKK,"Japanese Yen/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYEUR,"Japanese Yen/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYGBP,"Japanese Yen/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYHKD,"Japanese Yen/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYIDR,"Japanese Yen/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYILS,JPYILS,Unknown,FOREX,NA,Currency,
JPYINR,"Japanese Yen/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYISK,JPYISK,Unknown,FOREX,NA,Currency,
JPYKRW,"Japanese Yen/Korean Won FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYMXN,"Japanese Yen/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYMYR,"Japanese Yen/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYNOK,"Japanese Yen/Norwegian Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYNZD,"Japanese Yen/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NZD,Currency,
JPYPKR,JPYPKR,Unknown,FOREX,NA,Currency,
JPYPLN,"Japanese Yen/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYRUB,"Japanese Yen/Russian Rouble FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYSEK,"Japanese Yen/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYTHB,"Japanese Yen/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYTWD,"Japanese Yen/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYUSD,"Japanese Yen/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
JPYZAR,"Japanese Yen/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
KESEUR,KESEUR,Unknown,FOREX,NA,Currency,
KESUSD,KESUSD,Unknown,FOREX,NA,Currency,
KESZAR,KESZAR,Unknown,FOREX,NA,Currency,
KGSRUB,"Kyrgyzstan som/Russian Ruble",Unknown,FOREX,NA,Currency,
KRW,"US Dollar/Korean Won FX Spot Rate",Unknown,FOREX,NA,Currency,
KRWAUD,KRWAUD,Unknown,FOREX,NA,Currency,
KRWBRL,KRWBRL,Unknown,FOREX,NA,Currency,
KRWCAD,"Korean Won/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWCHF,KRWCHF,Unknown,FOREX,NA,Currency,
KRWCNY,KRWCNY,Unknown,FOREX,NA,Currency,
KRWEUR,"Korean Won/Euro FX Cross Rate",Unknown,FOREX,EUR,Currency,
KRWGBP,KRWGBP,Unknown,FOREX,NA,Currency,
KRWHKD,KRWHKD,Unknown,FOREX,NA,Currency,
KRWIDR,"Korean Won/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWINR,KRWINR,Unknown,FOREX,NA,Currency,
KRWJPY,"Korean Won/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWMYR,"Korean Won/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWNZD,KRWNZD,Unknown,FOREX,NA,Currency,
KRWSEK,"Korean Won/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWSGD,"Korean Won/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWTHB,KRWTHB,Unknown,FOREX,NA,Currency,
KRWTWD,"Korean Won/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
KRWUSD,KRWUSD,Unknown,FOREX,NA,Currency,
KRWZAR,KRWZAR,Unknown,FOREX,NA,Currency,
KWDGBP,KWDGBP,Unknown,FOREX,NA,Currency,
KWDPKR,KWDPKR,Unknown,FOREX,NA,Currency,
KWDUSD,"Kuwaiti Dinar/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
KZTGBP,KZTGBP,Unknown,FOREX,NA,Currency,
LBPUSD,LBPUSD,Unknown,FOREX,NA,Currency,
LKR,LKR,Unknown,FOREX,NA,Currency,
LKREUR,LKREUR,Unknown,FOREX,NA,Currency,
LKRUSD,LKRUSD,Unknown,FOREX,NA,Currency,
LRDUSD,LRDUSD,Unknown,FOREX,NA,Currency,
MADGBP,MADGBP,Unknown,FOREX,NA,Currency,
MADUSD,MADUSD,Unknown,FOREX,NA,Currency,
MDLUSD,MDLUSD,Unknown,FOREX,NA,Currency,
MKDUSD,MKDUSD,Unknown,FOREX,NA,Currency,
MUREUR,MUREUR,Unknown,FOREX,NA,Currency,
MURGBP,MURGBP,Unknown,FOREX,NA,Currency,
MURUSD,MURUSD,Unknown,FOREX,NA,Currency,
MVRUSD,MVRUSD,Unknown,FOREX,NA,Currency,
MWKGBP,MWKGBP,Unknown,FOREX,NA,Currency,
MXN,"US Dollar/Mexican Peso FX Spot Rate",Unknown,FOREX,NA,Currency,
MXNAUD,"Mexican Peso/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNBRL,"Mexican Peso/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNCAD,"Mexican Peso/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNCHF,"Mexican Peso/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNDKK,"Mexican Peso/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNEUR,"Mexican Peso/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNGBP,"Mexican Peso/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNHKD,"Mexican Peso/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNJPY,"Mexican Peso/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNSGD,"Mexican Peso/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNUSD,"Mexican Peso/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MXNZAR,"Mexican Peso/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
MXV,MXV,Unknown,FOREX,NA,Currency,
MYR,"US Dollar/Malaysian Ringgit FX Spot Rate",Unknown,FOREX,NA,Currency,
MYRAUD,"Malaysian Ringgit/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRCAD,"Malaysian Ringgit/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRCHF,"Malaysian Ringgit/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRCNH,MYRCNH,Unknown,FOREX,NA,Currency,
MYRCNY,MYRCNY,Unknown,FOREX,NA,Currency,
MYREUR,"Malaysian Ringgit/Euro FX Cross Rate",Unknown,FOREX,EUR,Currency,
MYRGBP,MYRGBP,Unknown,FOREX,NA,Currency,
MYRHKD,"Malaysian Ringgit/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRIDR,"Malaysian Ringgit/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRINR,"Malaysian Ringgit/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRJPY,"Malaysian Ringgit/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRKRW,MYRKRW,Unknown,FOREX,NA,Currency,
MYRNZD,"Malaysian Ringgit/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRSGD,MYRSGD,Unknown,FOREX,NA,Currency,
MYRTHB,"Malaysian Ringgit/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRTWD,"Malaysian Ringgit/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
MYRUSD,MYRUSD,Unknown,FOREX,NA,Currency,
MYRZAR,MYRZAR,Unknown,FOREX,NA,Currency,
NGN,"US Dollar/Nigerian Naira FX Spot Rate",Unknown,FOREX,NA,Currency,
NGNGBP,NGNGBP,Unknown,FOREX,NA,Currency,
NGNJPY,NGNJPY,Unknown,FOREX,NA,Currency,
NGNUSD,"Nigerian Naira / US Dollar",Unknown,FOREX,NA,Currency,
NOK,"US Dollar/Norwegian Krone FX Spot Rate",Unknown,FOREX,NA,Currency,
NOKCAD,"Norwegian Krone/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKCHF,"Norwegian Krone/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKCNH,NOKCNH,Unknown,FOREX,NA,Currency,
NOKDKK,"Norwegian Krone/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKEUR,"Norwegian Krone/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKGBP,"Norwegian Krone/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKISK,NOKISK,Unknown,FOREX,NA,Currency,
NOKJPY,"Norwegian Krone/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKPLN,"Norwegian Krone/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKSEK,"Norwegian Krone/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKUSD,"Norwegian Krone/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
NOKZAR,NOKZAR,Unknown,FOREX,NA,Currency,
NZD,"US Dollar/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDAED,"New Zealand Dollar/UAE Dirham FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDAUD,"New Zealand Dollar/Australian Dollar FX Cross Rate",Unknown,FOREX,AUD,Currency,
NZDCAD,"New Zealand Dollar/Canadian Dollar FX Cross Rate",Unknown,FOREX,CAD,Currency,
NZDCHF,"New Zealand Dollar/Swiss Franc FX Cross Rate",Unknown,FOREX,CHF,Currency,
NZDCNH,NZDCNH,Unknown,FOREX,NA,Currency,
NZDCNY,"New Zealand Dollar/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDCZK,NZDCZK,Unknown,FOREX,NA,Currency,
NZDDKK,"New Zealand Dollar/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDEUR,"New Zealand Dollar/Euro FX Cross Rate",Unknown,FOREX,EUR,Currency,
NZDGBP,"New Zealand Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,GBP,Currency,
NZDHKD,"New Zealand Dollar/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDHUF,"New Zealand Dollar/Hungarian Forint FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDIDR,"New Zealand Dollar/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDINR,"New Zealand Dollar/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDJPY,"New Zealand Dollar/Japanese Yen FX Cross Rate",Unknown,FOREX,JPY,Currency,
NZDKRW,"New Zealand Dollar/Korean Won FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDMXN,"New Zealand Dollar/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDMYR,"New Zealand Dollar/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDNOK,"New Zealand Dollar/Norwegian Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDPHP,"New Zealand Dollar/Philippine Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDPKR,"New Zealand Dollar/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
NZDPLN,"New Zealand Dollar/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
